Session,Inst Name,Tala,Label,Matra,Half beat,Half,Misc 1,Misc 2,Cadence,Tabla solo,Inst,Tabla,Inst Density,Tabla Density,Inst Peak,Tabla Peak,Inst Player,Tabla Player ,Chunk
AnuBh_Vil,Sitar,Vilambit teental,1|1,1,On,2,,,,N,1146.897467,1146.90658,,0.5,,0.005351,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|1&,1,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|2,2,On,2,,,,N,1148.255119,,4.5,,0.068476,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|2&,2,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|3,3,On,2,,,,N,1149.580575,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|3&,3,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|4,4,On,2,,,,N,1151.031762,1150.9887,,0.5,,0.005537,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|4&,4,&,2,,,,N,1151.641697,1151.627714,3.5,1,0.14307,0.046306,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|5,5,On,2,,,,N,1152.319707,1152.316693,5,1.5,0.221604,0.314061,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|5&,5,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|6,6,On,2,,,,N,1153.741467,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|6&,6,&,2,,,,N,1154.428071,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|7,7,On,2,,,,N,1155.086013,1155.056983,6,2,0.088763,0.072304,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|7&,7,&,2,,,,N,,1155.74631,,2.5,,0.058264,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|8,8,On,2,,,,N,1156.412272,1156.393383,4.5,2.5,0.077073,0.07156,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|8&,8,&,2,,,,N,,1157.069641,,2,,0.037946,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|9,9,On,2,,,,N,1157.754048,1157.781607,2.5,2.5,0.07325,0.174768,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|9&,9,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|10,10,On,2,,,,N,1159.116659,1159.1286,3,2,0.100296,0.094734,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|10&,10,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|11,11,On,2,,,,N,1160.470718,1160.475388,3.5,1.5,0.033493,0.074039,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|11&,11,&,2,,,,N,,1161.118371,,1.5,,0.12855,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|12,12,On,2,,,,N,1161.794843,1161.775804,2,1.5,0.064656,0.157734,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|12&,12,&,2,,,,N,,1162.434407,,2,,0.024997,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|13,13,On,2,,,,N,1163.053507,1163.078078,2.5,2.5,0.075146,0.136751,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|13&,13,&,2,,,,N,,1163.756856,,3,,0.062167,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|14,14,On,2,,,,N,1164.356864,1164.355242,2.5,4.5,0.114983,0.220232,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|14&,14,&,2,,,,N,1165.01226,1164.996609,3.5,5,0.064608,0.0623,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|15,15,On,2,,,,N,1165.64422,1165.62783,4.5,5,0.044284,0.036704,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|15&,15,&,2,,,,N,,1166.256374,,4,,0.095044,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|16,16,On,2,,,,N,1166.904206,1166.915361,5,3.5,0.054331,0.072536,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,1|16&,16,&,2,,,,N,,1167.552522,,4,,0.070659,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|1,1,On,2,,,,TS,1168.195184,1168.192063,3.5,5,0.27902,0.087636,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|1&,1,&,2,,,,TS,,1168.87807,,5.5,,0.056265,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|2,2,On,2,,,,TS,1169.509341,1169.4947,4,5.5,0.066367,0.131857,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|2&,2,&,2,,,,TS,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|3,3,On,2,,,,TS,1170.82709,1170.7755,3,3.5,0.074705,0.024916,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|3&,3,&,2,,,,TS,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|4,4,On,2,,,,TS,1172.051086,1172.052548,2,2.5,0.051618,0.247099,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|4&,4,&,2,,,,TS,1172.733335,1172.705585,3,3,0.070155,0.068558,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|5,5,On,2,,,,TS,1173.333063,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|5&,5,&,2,,,,TS,,1174.043001,,3.5,,0.038007,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|6,6,On,2,,,,TS,1174.716398,1174.668403,3,3.5,0.026123,0.038233,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|6&,6,&,2,,,,TS,1175.349686,1175.323662,1.5,3.5,0.059604,0.036856,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|7,7,On,2,,,,TS,1175.968349,1175.991158,2.5,3.5,0.02857,0.053227,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|7&,7,&,2,,,,TS,1176.634537,1176.638182,2.5,4.5,0.027618,0.283444,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|8,8,On,2,,,,TS,1177.278271,1177.287407,3,5.5,0.041059,0.157822,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|8&,8,&,2,,,,TS,,1177.922244,,6,,0.034609,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|9,9,On,2,,,,TS,1178.594401,1178.566694,3,6,0.062309,0.29524,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|9&,9,&,2,,,,TS,,1179.24719,,5,,0.085145,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|10,10,On,2,,,,TS,1179.883427,1179.898525,2.5,5,0.096555,0.161817,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|10&,10,&,2,,,,TS,,1180.534534,,4.5,,0.033777,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|11,11,On,2,,,,TS,1181.168359,1181.154262,2.5,5,0.110333,0.143277,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|11&,11,&,2,,,,TS,,1181.821321,,5.5,,0.115321,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|12,12,On,2,,,,TS,1182.484179,1182.456788,3,6,0.067846,0.216155,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|12&,12,&,2,,,,TS,1183.144656,1183.12036,4,6,0.034893,0.055661,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|13,13,On,2,,,,TS,1183.788083,1183.765595,4,6,0.081807,0.067087,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|13&,13,&,2,,,,TS,,1184.411217,,6,,0.084663,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|14,14,On,2,,,,TS,1185.034071,1185.05467,3,6.5,0.06893,0.016127,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|14&,14,&,2,,,,TS,1185.684894,1185.694978,3,6.5,0.050052,0.036992,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|15,15,On,2,,,,TS,1186.332094,1186.292471,2.5,6.5,0.055499,0.028899,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|15&,15,&,2,,,,TS,,1186.947553,,6,,0.073275,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|16,16,On,2,,,,TS,1187.563263,1187.596387,2.5,6,0.03912,0.035888,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,2|16&,16,&,2,,,,TS,,1188.227549,,5.5,,0.018622,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|1,1,On,2,,,,TS,,1188.856006,,6,,0.066126,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|1&,1,&,2,,,,TS,,1189.565601,,5,,0.012334,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|2,2,On,2,,,,TS,1190.222759,1190.218924,3.5,5.5,0.064905,0.060482,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|2&,2,&,2,,,,TS,1190.880776,1190.863574,4.5,5,0.060135,0.026852,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|3,3,On,2,,,,TS,1191.495001,1191.493114,4.5,6.5,0.053995,0.129747,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|3&,3,&,2,,,,TS,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|4,4,On,2,,,,TS,1192.813489,1192.790292,5,6,0.090722,0.012257,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|4&,4,&,2,,,,TS,1193.446921,1193.461261,6,6,0.099632,0.056661,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|5,5,On,2,,,,TS,1194.089386,1194.129892,6.5,6,0.12868,0.189149,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|5&,5,&,2,,,,TS,,1194.775725,,5.5,,0.187252,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|6,6,On,2,,,,TS,1195.435532,1195.433354,6,,0.067278,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|6&,6,&,2,,,,TS,1196.084937,1196.072944,,5,,0.033235,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|7,7,On,2,,,,TS,1196.737591,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|7&,7,&,2,,,,TS,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|8,8,On,2,,,,TS,1197.952986,,4.5,,0.034899,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|8&,8,&,2,,,,TS,,1198.696469,,5.5,,0.02556,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|9,9,On,2,,,,TS,1199.331999,1199.324458,3.5,5.5,0.058527,0.061526,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|9&,9,&,2,,,,TS,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|10,10,On,2,,,,TS,1200.648484,1200.633977,4,6.5,0.110021,0.063468,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|10&,10,&,2,,,,TS,1201.31254,1201.292283,5.5,6.5,0.030547,0.123463,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|11,11,On,2,,,,TS,1201.948885,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|11&,11,&,2,,,,TS,1202.606076,1202.606738,4.5,4.5,0.086704,0.203374,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|12,12,On,2,,,,TS,1203.291173,1203.279603,3.5,4,0.069349,0.048104,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|12&,12,&,2,,,,TS,1203.926181,1203.914727,4.5,4.5,0.09228,0.163574,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|13,13,On,2,,,,TS,1204.559663,1204.58581,,6,,0.016318,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|13&,13,&,2,,,,TS,1205.231062,1205.199021,6,6.5,0.130068,0.115683,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|14,14,On,2,,,,TS,1205.872332,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|14&,14,&,2,,,,TS,1206.51821,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|15,15,On,2,,,,TS,1207.198076,1207.136924,,3.5,,0.009803,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|15&,15,&,2,,,,TS,1207.78908,1207.779817,5,4.5,0.039549,0.066345,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|16,16,On,2,,,,TS,1208.396655,1208.412939,4.5,6,0.273876,0.115583,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,3|16&,16,&,2,,,,TS,1209.081735,,5,,0.047859,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|1,1,On,2,,,C,N,1209.748335,1209.724816,5.5,5,0.210328,0.29513,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|1&,1,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|2,2,On,2,,,,N,1211.101705,1211.089778,5,2,0.323395,0.068261,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|2&,2,&,2,,,,N,1211.779292,,5,,0.044173,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|3,3,On,2,,,,N,,1212.432142,,3.5,,0.069815,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|3&,3,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|4,4,On,2,,,,N,1213.768883,1213.74345,5,2.5,0.054873,0.19319,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|4&,4,&,2,,,,N,1214.419658,1214.434679,4.5,2,0.40263,0.047431,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|5,5,On,2,,,,N,1215.070875,1215.081699,5,3,0.419484,0.194185,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|5&,5,&,2,,,,N,,1215.769267,,3,,0.170663,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|6,6,On,2,,,,N,1216.450079,1216.423964,6,3.5,0.294686,0.074742,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|6&,6,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|7,7,On,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|7&,7,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|8,8,On,2,,,,N,1219.218154,1219.143951,0.5,0.5,0.043816,0.081907,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|8&,8,&,2,,,,N,,1219.883649,,1,,0.011567,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|9,9,On,2,,,,N,1220.55465,1220.572457,1.5,2,0.075652,0.115045,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|9&,9,&,2,,,,N,,1221.224145,,2.5,,0.132469,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|10,10,On,2,,,,N,,1221.90466,,3,,0.076412,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|10&,10,&,2,,,,N,1222.487075,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|11,11,On,2,,,,N,1223.200106,1223.258428,4,1.5,0.068537,0.03893,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|11&,11,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|12,12,On,2,,,,N,,1224.572588,,1,,0.037386,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|12&,12,&,2,,,,N,1225.422197,1225.257178,3,1.5,0.038024,0.014982,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|13,13,On,2,,,,N,1225.980708,1225.89018,3.5,2,0.05156,0.075493,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|13&,13,&,2,,,,N,,1226.539955,,2.5,,0.031316,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|14,14,On,2,,,,N,1227.167666,1227.169219,2,4,0.078296,0.061781,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|14&,14,&,2,,,,N,,1227.825982,,4,,0.005513,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|15,15,On,2,,,,N,,1228.471711,,4.5,,0.012333,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|15&,15,&,2,,,,N,1229.094595,1229.150115,2.5,3,0.107989,0.007239,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|16,16,On,2,,,,N,,1229.766649,,2.5,,0.087604,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,4|16&,16,&,2,,,,N,,1230.408723,,2,,0.021468,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|1,1,On,2,,,,N,1231.069072,1231.121515,4.5,2,0.034985,0.167719,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|1&,1,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|2,2,On,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|2&,2,&,2,,,,N,,1233.031616,,1,,0.005774,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|3,3,On,2,,,,N,1233.760964,1233.681251,0.5,2,0.04083,0.015174,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|3&,3,&,2,,,,N,1234.354618,1234.357165,1,3,0.042171,0.010743,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|4,4,On,2,,,,N,,1235.017604,,4,,0.089432,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|4&,4,&,2,,,,N,,1235.660862,,3,,0.02136,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|5,5,On,2,,,,N,,1236.303574,,3,,0.118322,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|5&,5,&,2,,,,N,,1236.984358,,2.5,,0.078617,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|6,6,On,2,,,,N,1237.61037,1237.660243,0.5,2.5,0.093439,0.052377,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|6&,6,&,2,,,,N,1238.25829,1238.264864,2.5,3,0.569465,0.005843,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|7,7,On,2,,,,N,,1238.912726,,4,,0.037713,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|7&,7,&,2,,,,N,,1239.58931,,4,,0.011713,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|8,8,On,2,,,,N,,1240.269222,,3,,0.076628,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|8&,8,&,2,,,,N,1240.927541,1240.934288,2.5,2,0.038508,0.016581,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|9,9,On,2,,,,N,1241.574582,1241.561523,1.5,3,0.047109,0.130958,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|9&,9,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|10,10,On,2,,,,N,,1242.905795,,2,,0.01867,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|10&,10,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|11,11,On,2,,,,N,,1244.266106,,1,,0.034341,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|11&,11,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|12,12,On,2,,,,N,,1245.541,,1,,0.075463,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|12&,12,&,2,,,,N,,1246.164542,,1.5,,0.014336,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|13,13,On,2,,,,N,1246.809918,1246.826182,3,2,0.205959,0.04013,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|13&,13,&,2,,,,N,1247.418072,1247.480826,3.5,2.5,0.238962,0.032134,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|14,14,On,2,,,,N,1248.052635,1248.066275,5,4,0.561331,0.059195,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|14&,14,&,2,,,,N,1248.708404,1248.701525,7,3.5,0.063388,0.009223,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|15,15,On,2,,,,N,1249.343588,1249.329951,7.5,4,0.208758,0.035965,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|15&,15,&,2,,,,N,1249.971587,1249.947111,8,3,0.168462,0.283873,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|16,16,On,2,,,,N,1250.595716,1250.600317,7.5,3.5,0.228396,0.044281,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,5|16&,16,&,2,,,,N,1251.244898,1251.232281,8,3.5,0.33534,0.030763,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,6|1,1,On,2,,,,N,1251.886073,1251.894951,7.5,3,0.225682,0.296404,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,6|1&,1,&,2,,,,N,,,,,,,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,6|2,2,On,2,,,,N,,1253.208298,,1.5,,0.017775,Anupama Bhagwat,Gurdain Rayatt,2A
AnuBh_Vil,Sitar,Vilambit teental,6|2&,2,&,2,,,,N,,1253.806303,,2,,0.021488,Anupama Bhagwat,Gurdain Rayatt,2A
